personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Irma Åstrand,Falköpings församling,Sverige,Serafimerlasarettet,Stockholms kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Kerstin Tham,Borås,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Annika Baude,Bromma församling,Sverige,Studieförbundet Näringsliv och Samhälle,Stockholm,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gösta Rooth,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ingolf Lindau,Växjö,Sverige,Lunds universitet,Lunds kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Bert Bolin,Nyköping,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Maria Strømme,Svolvær,Norge,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Valdar Jaanusson,Nõmme,Estland,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bernhard Schmidt,Nargö,Estland,Hamburger Sternwarte,Bergedorf,Tyskland,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Anna Christensen,Engelbrekts församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Victor Pestoff,USA,USA,Mittuniversitetet,Jämtlands län,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Tord Palander,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gunnar Harling,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ingemar Lundström,Skellefteå,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Christian Ekberg,Göteborg,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Halvar Sundberg,Hedvig Eleonora församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Nils Svedelius,Hedvig Eleonora församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Mårten Strömer,Örebro Nikolai församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Stefan Ekman,Malmö,Sverige,Evolutionsmuseet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Knut Ahnlund,Stockholm,Sverige,Aarhus universitet,Århus kommun,Danmark,Stockholms universitet,1878-01-01T00:00:00Z
Bertil Ohlin,Klippan,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Bernt Eric Uhlin,Tännäs församling,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Ingemar Lundström,Skellefteå,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Peter Gärdenfors,Sverige,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gösta Rooth,Stockholm,Sverige,Akademiska sjukhuset,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ulf Hannerz,Malmö,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Stefan Persson,Stockholm,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Ernst Rosén,Orrefors,Sverige,Stockholms Dagblad,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Margunn Bjørnholt,Bø,Norge,Nasjonalt kunnskapssenter om vold og traumatisk stress,Oslo,Norge,Örebro universitet,1977-01-01T00:00:00Z
Leif Östling,Luleå,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Einar Hille,New York,USA,Yale University,New Haven,USA,Stockholms universitet,1878-01-01T00:00:00Z
Anders Winroth,Ludvika,Sverige,Yale University,New Haven,USA,Stockholms universitet,1878-01-01T00:00:00Z
Jan Lexell,Luleå,Sverige,Lunds universitet,Lunds kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Wilhelm Oseen,Lund,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jonas Nordin,Sverige,Sverige,Kungliga biblioteket,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anders Winroth,Ludvika,Sverige,Newcastle University,Newcastle upon Tyne,Storbritannien,Stockholms universitet,1878-01-01T00:00:00Z
Hans Riesel,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anders Sjoberg,Ovansjö församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Einar Hille,New York,USA,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Bengt Pettersson,Kristianstad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gustaf Lizell,Bolstads församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sören Wibe,Östersund,Sverige,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Jonas Nordin,Sverige,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Örjan Wikander,Helsingborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Erik Hägglund,Hässjö församling,Sverige,Åbo Akademi,Vasa,Finland,Stockholms universitet,1878-01-01T00:00:00Z
Horace Engdahl,Karlskrona,Sverige,Aarhus universitet,Århus kommun,Danmark,Stockholms universitet,1878-01-01T00:00:00Z
Axel Hamberg,Klara församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Greta Arwidsson,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Rolf Wolff,Wuppertal,Tyskland,Göteborgs universitet,Göteborgs kommun,Sverige,Göteborgs universitet,1954-07-01T00:00:00Z
Sigfrid von Engeström,Linköping,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Einar Löfstedt d.y.,Uppsala,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Hörmander,Mjällby,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Sven Nilsson,Asmundtorps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ulf Balldin,Malmö S:t Pauli församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Wilhelm Oseen,Lund,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Rudolf Meidner,Wrocław,Polen,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Solfrid Söderlind,Bromma församling,Sverige,Nationalmuseum,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Dimborg,Dimbo,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Kristina Edström,Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Christian Lovén,Klara församling,Sverige,Kungliga Skogs- och Lantbruksakademien,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Erik Hägglund,Hässjö församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hugo Hildebrandsson,Kungsholms församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Karin Westman Berg,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Wilhelm Böttiger,Västerås domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Lönnroth,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ewa Björling,Ekerö kommun,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Herbert Olivecrona,Visby domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Adolf Lichtenstein,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Wilhelm Agrell,Uppsala,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Britta Lundgren,Malå församling,Sverige,Umeå universitet,Umeå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Sven Dimborg,Dimbo,Sverige,Kungliga Akademien i Åbo,Åbo,Finland,Uppsala universitet,1477-01-01T00:00:00Z
Sara Danius,Täby,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Tunberg,Öglunda församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gert Bonnier,Judiska församlingen i Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Wilhelm Carlgren,S:t Matteus församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Helge Bäckström,Örebro Nikolai församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Lönnroth,Göteborg,Sverige,Aalborg Universitet,Ålborgs kommun,Danmark,Uppsala universitet,1477-01-01T00:00:00Z
Einar Löfstedt d.y.,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olav Gjærevoll,Alvdal,Norge,Norges teknisk-naturvetenskapliga universitet,Trondheim,Norge,Uppsala universitet,1477-01-01T00:00:00Z
Lydia Wahlström,Västerås Lundby församling,Sverige,Stockholmsföreningen för kvinnans politiska rösträtt,Stockholms län,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Elis Strömgren,Helsingborg,Sverige,Kiels universitet,Kiel,Tyskland,Lunds universitet,1666-12-19T00:00:00Z
Torsten Thunberg,Torsåkers församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Bendixson,Oscars församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sara Danius,Täby,Sverige,University of Michigan,Ann Arbor,USA,Uppsala universitet,1477-01-01T00:00:00Z
Kerstin Vännman,Umeå stadsförsamling,Sverige,Luleå tekniska universitet,Luleå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Jan Lexell,Luleå,Sverige,Luleå tekniska universitet,Luleå kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Sten Wahlund (statistiker),Bollnäs,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yvonne Hirdman,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gotthard Gustafsson,Lund,Sverige,Nordiska museet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Abderrahman Ait Ali,Aït Melloul,Marocko,Statens väg- och transportforskningsinstitut,Linköping,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Ernst-Gunnar Samuelsson,Lund,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Yvonne Hirdman,Stockholm,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Astrid Cleve,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sara Danius,Täby,Sverige,Södertörns högskola,Huddinge kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Yvonne Hirdman,Stockholm,Sverige,Södertörns högskola,Huddinge kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Johan Roos,Sverige,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Sveriges lantbruksuniversitet,1977-01-01T00:00:00Z
Sven Ulric Palme,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gulli Petrini,Jakob och Johannes församling,Sverige,Whitlockska samskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars E.O. Svensson,Örnsköldsvik,Sverige,Princeton University,Princeton,USA,Stockholms universitet,1878-01-01T00:00:00Z
Gustav Magnus,Berlin,Tyskland,Humboldt-Universität zu Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Pernilla Wittung-Stafshede,Umeå,Sverige,Umeå universitet,Umeå kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Herman Wold,Skien,Norge,Göteborgs universitet,Göteborgs kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Erik Lindahl,Adolf Fredriks församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Heinz Leymann,Wolfenbüttel,Tyskland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Fang Fang Kullander,Peking,Kina,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gotthard Gustafsson,Lund,Sverige,Lunds universitets historiska museum,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johannes Steuchius,Härnösands domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Ingrid Hammarström,Härnösand,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Alexandra Skoglund,Klara församling,Sverige,Ahlströmska skolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Alexandra Skoglund,Klara församling,Sverige,Åhlinska skolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Herman Wold,Skien,Norge,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Arvid Lindau,Malmö S:t Petri församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Nils Silfverskiöld (1635–1702),Ölmstads församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Stina Stenhagen,Norrköpings Matteus församling,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
David Hall,Slaka församling,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Ulf Peder Olrog,Engelbrekts församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jonas Hallenberg,Hallaryds församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Knut B. Westman,Härnösands domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Elof Wallquist,Kuddby socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Östen Undén,Karlstad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Heinz Leymann,Wolfenbüttel,Tyskland,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gunnar Kulldorff,Malmö,Sverige,Umeå universitet,Umeå kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Inge-Bert Täljedal,Värnamo församling,Sverige,Umeå universitet,Umeå kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ingolf Lindau,Växjö,Sverige,Stanforduniversitetet,Stanford,USA,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Carl Axel Torén,Klara församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Charles Strömblad,Helsingborgs Maria församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Mats Leijon,Karlskrona kommun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Carl von Linné,Råshult,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Stefan Borsch,Hagfors,Sverige,Centralsjukhuset i Karlstad,Karlstads kommun,Sverige,Örebro universitet,1977-01-01T00:00:00Z
Karin Hansson,Göteborg,Sverige,Kungliga Konsthögskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Hans Rausing,Göteborg,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Håstad,Sverige,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Frits Danielsson,Ramundeboda socken,Sverige,Lundsbergs skola,Storfors kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunnar Asplund,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Agnes Geijer,Uppsala domkyrkoförsamling,Sverige,Riksantikvarieämbetet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Olof Rabenius,Uppsala,Sverige,Stockholms Dagblad,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Curt Wallis,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Pernilla Wittung-Stafshede,Umeå,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Gustaf Johan Billberg,Karlskrona,Sverige,Sankt Petersburgs vetenskapsakademi,Sankt Petersburg,Ryssland,Lunds universitet,1666-12-19T00:00:00Z
Bera Nordal,Reykjavik,Island,Malmö Konsthall,Malmö kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Elis Strömgren,Helsingborg,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Lunds universitet,1666-12-19T00:00:00Z
Arne Broman,Sverige,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Greta Arwidsson,Uppsala domkyrkoförsamling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Bera Nordal,Reykjavik,Island,Islands konstmuseum,Reykjavik,Island,Lunds universitet,1666-12-19T00:00:00Z
Lars Vilks,Helsingborg,Sverige,Kunsthøgskolen i Oslo,Oslo,Norge,Lunds universitet,1666-12-19T00:00:00Z
F. William Engdahl,Minneapolis,USA,Hochschule RheinMain,Wiesbaden,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
F. William Engdahl,Minneapolis,USA,Hochschule RheinMain,Rüsselsheim,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Samuli Ripatti,Helsingfors,Finland,Helsingfors universitet,Helsingfors,Finland,Stockholms universitet,1878-01-01T00:00:00Z
Eilhard Mitscherlich,Oldenburg,Tyskland,Friedrich-Wilhelms-Universität zu Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Fang Fang Kullander,Peking,Kina,Internationella naturvårdsunionen,Gland,Schweiz,Stockholms universitet,1878-01-01T00:00:00Z
Karin Hansson,Göteborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Betty Pettersson,Visby domkyrkoförsamling,Sverige,Östra Real,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Celsing,Stockholm,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Johannes Steuchius,Härnösands domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Erik Lindahl,Adolf Fredriks församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
John Erhard Areschoug,Göteborgs stad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Åke Sundborg,Eds socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Johan Thorsander,Seglora församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lena Marcusson,Bromma församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ludvig Johansson,Habo socken,Sverige,Stora Mellby församling,Alingsås kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henry Olsson,Köla församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Thore Halle,Mullsjö församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Inga Fischer-Hjalmars,Adolf Fredriks församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Olga Botner,Warszawa,Polen,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sara Danius,Täby,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Greta Arwidsson,Uppsala domkyrkoförsamling,Sverige,Gotlands museum,Region Gotland,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Ellegren,Gävle,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Sveriges lantbruksuniversitet,1977-01-01T00:00:00Z
Petrus Elvius,Rättviks församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Ellegren,Gävle,Sverige,Sveriges lantbruksuniversitet,Uppsala kommun,Sverige,Sveriges lantbruksuniversitet,1977-01-01T00:00:00Z
Sture Petrén,Oscars församling,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Åke Ekstrand,Gränna stadsförsamling,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Karl-Göran Mäler,Sollefteå kommun,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Magnus Johannesson,Sunds församling,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Lars E.O. Svensson,Örnsköldsvik,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Arvid Carlsson,Uppsala,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Holger Lundbäck,Nederkalix församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Ivar Wickman,Lunds domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Göran Liljestrand,Masthuggs församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Elis Strömgren,Helsingborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Torsten Åkesson,Skurup,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Valfrid Palmgren,Jakob och Johannes församling,Sverige,Köpenhamns universitet,Köpenhamns kommun,Danmark,Uppsala universitet,1477-01-01T00:00:00Z
Gustav Magnus,Berlin,Tyskland,Friedrich-Wilhelms-Universität zu Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Germain Henri Hess,Genève,Schweiz,Kejserliga Sankt Petersburg universitetet,Sankt Petersburg,Ryssland,Stockholms universitet,1878-01-01T00:00:00Z
Eilhard Mitscherlich,Oldenburg,Tyskland,Humboldt-Universität zu Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Johan Sterte,Sollentuna kommun,Sverige,Luleå tekniska universitet,Luleå kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Johan Sterte,Sollentuna kommun,Sverige,Karlstads universitet,Karlstads kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Carl-Gustaf Rossby,Adolf Fredriks församling,Sverige,University of Chicago,Chicago,USA,Stockholms universitet,1878-01-01T00:00:00Z
Otto Benesch,Ebenfurth,Österrike,Wellesley College,Wellesley,USA,Stockholms universitet,1878-01-01T00:00:00Z
Gerhard Andersson,Norrköping,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jens Zander,Lütjenburg,Tyskland,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Erik Leonard Ekman,Stockholm,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
"Per ""YP"" Hansson",Ystad,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Otto Gertz,Malmö Karoli församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Walter Gyllenberg,Malmö S:t Petri församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl J. Sundevall,Ystads kommun,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
