personLabel,placeLabel,countryLabel,organisationLabel,orgnPlaceLabel,orgnCountryLabel,univLabel,founded
Sven Lovén,Maria Magdalena församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Torsten Hägerstrand,Alvesta kommun,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Christian Wilhelm Blomstrand,Växjö landsförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Östen Undén,Karlstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Nils Heribert-Nilsson,Skivarps församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Otto Benesch,Ebenfurth,Österrike,"Albertina, Wien",Gemeindebezirk Innere Stadt,Österrike,Stockholms universitet,1878-01-01T00:00:00Z
Johan Sterte,Sollentuna kommun,Sverige,Växjö universitet,Växjö kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Waloddi Weibull,Vittskövle,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Otto Benesch,Ebenfurth,Österrike,"Albertina, Wien",Wien,Österrike,Stockholms universitet,1878-01-01T00:00:00Z
Karl-Axel Ekbom,Domkyrkoförsamlingen i Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Kurt Almqvist,Falun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Germund Dahlquist,Uppsala,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Karl Warburg,Göteborg,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars-Erik Borgegård,Falun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Lars Agréus,Huddinge församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Martin Schalling,Solna församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Jan Zedenius,Nacka församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Craig Primmer,Geelong,Australien,Helsingfors universitet,Helsingfors,Finland,Sveriges lantbruksuniversitet,1977-01-01T00:00:00Z
Erik Wellander,Nyköping,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ingemar Mundebo,Långasjö,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Kent Zetterberg,Katarina församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Julius Möller,Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gertrud Dahlgren,Klippan,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Frida Palmér,Blentarp,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Wilhelm Julius Leche,Villie,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Anders Jahan Retzius,Kristianstads Heliga Trefaldighets församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Anders Lindstedt,Sundborns församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Tommy Andersson,Västerås Lundby församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Karlstads universitet,1977-01-01T00:00:00Z
Bo Utas,Jämtland,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sam Wide,Stora Tuna landskommun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Anders Nygren,Haga församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gustaf Retzius,Kungsholms församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Wilhelm Agrell,Uppsala,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Sam Wide,Stora Tuna landskommun,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Walter Gordon,Apolda,Tyskland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Björn von Sydow,Solna kommun,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Ulf Grahn,Solna kommun,Sverige,Catholic University of America,"Washington, D.C.",USA,Lunds universitet,1666-12-19T00:00:00Z
Carl-Gustaf Rossby,Adolf Fredriks församling,Sverige,Massachusetts Institute of Technology,Cambridge,USA,Stockholms universitet,1878-01-01T00:00:00Z
Aris Fioretos,Göteborg,Sverige,Rutgers University,New Jersey,USA,Stockholms universitet,1878-01-01T00:00:00Z
Esaias Tegnér,By församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl Adolph Agardh,Båstads församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jonas Hafström,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Lars Kjellén,Göteborg,Sverige,Lunds universitet,Lunds kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Karl Warburg,Göteborg,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Aris Fioretos,Göteborg,Sverige,Johns Hopkins University,Baltimore,USA,Stockholms universitet,1878-01-01T00:00:00Z
Indrek Martinson,Tartu,Estland,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Mattias Gardell,Solna kommun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
David Davidson,Stockholms kommun,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars-Gunnar Romell,Hedvig Eleonora församling,Sverige,Cornell University,Ithaca,USA,Stockholms universitet,1878-01-01T00:00:00Z
Per Mollerup,Nakskov,Danmark,Swinburne University of Technology,Victoria,Australien,Lunds universitet,1666-12-19T00:00:00Z
Kent Zetterberg,Katarina församling,Sverige,Umeå universitet,Umeå kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Agneta Herlitz,Stockholm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Mattias Gardell,Solna kommun,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Karl Warburg,Göteborg,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars-Gunnar Romell,Hedvig Eleonora församling,Sverige,Statens skogsforskningsinstitut,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Johanson,Köping,Sverige,Johannes Gutenberg-Universität Mainz,Mainz,Tyskland,Uppsala universitet,1477-01-01T00:00:00Z
Margherita Giordano Lokrantz,Stockholm,Sverige,Universitetet i Milano,Milano,Italien,Stockholms universitet,1878-01-01T00:00:00Z
Alfred Nathorst,Bergshammars församling,Sverige,Naturhistoriska riksmuseet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gudmund Björck,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Germund Dahlquist,Uppsala,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Carl-Olof Morfeldt,Hedemora,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Göran Therborn,Kalmar,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Anders Lindstedt,Sundborns församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Egil Törnqvist,Uppsala,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Egil Törnqvist,Uppsala,Sverige,Amsterdams universitet,Amsterdam,Nederländerna,Uppsala universitet,1477-01-01T00:00:00Z
Aris Fioretos,Göteborg,Sverige,Freie Universität Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Richard Söderberg,Örnsköldsviks kommun,Sverige,Massachusetts Institute of Technology,Cambridge,USA,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Marta E Alarcón-Riquelme,Rochester,USA,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Johan O. A. Robertsson,Lund,Sverige,ETH Zürich,Zürich,Schweiz,Uppsala universitet,1477-01-01T00:00:00Z
C. Robert Cloninger,"Beaumont, Texas",USA,Washington University in St. Louis,Saint Louis,USA,Umeå universitet,1965-01-01T00:00:00Z
Stefan Sjöberg,Stockholm,Sverige,Karolinska Universitetssjukhuset,Huddinge kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Herman Napoleon Almkvist,Stockholms stad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Otto Centerwall,Edsbergs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven Ekman,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jonas Apelblad,Vadstena församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Stefan Sjöberg,Stockholm,Sverige,Karolinska Universitetssjukhuset,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Hjalmar August Abelin,Linköpings domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Otto Benesch,Ebenfurth,Österrike,Wiens universitet,Wien,Österrike,Stockholms universitet,1878-01-01T00:00:00Z
Gustaf Retzius,Kungsholms församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Wilhelm Dalman,Näsby församling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Lars Samuelson (fysiker),Malmö,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Ernst Julius Berg,Östersund,Sverige,University of Illinois at Urbana-Champaign,Champaign,USA,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Sune Lindström,Malmö,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Mats Viberg,Linköping,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Melodie MC,Sundsvall,Sverige,Mittuniversitetet,Jämtlands län,Sverige,Mittuniversitetet,1993-01-01T00:00:00Z
Lars Kjellén,Göteborg,Sverige,Karolinska Institutet,Solna kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Ivar Wickman,Lunds domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Eric Peter Älf,Linköping,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Harald Cramér,Hedvig Eleonora församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Agréus,Huddinge församling,Sverige,Region Stockholm,Stockholms län,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Rolf Luft,Södermalm,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Alexandre Sukhov,Kaliningrad,Ryssland,Karlstads universitet,Karlstads kommun,Sverige,Karlstads universitet,1977-01-01T00:00:00Z
Göran Therborn,Kalmar,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Melodie MC,Sundsvall,Sverige,Mittuniversitetet,Västernorrlands län,Sverige,Mittuniversitetet,1993-01-01T00:00:00Z
Anders Wiman,Hammarlöv,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Jordan Edenius,Edane,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Olof Delldén,Arnäs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Jordan Edenius,Brunskogs socken,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Göran Therborn,Kalmar,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Carl Göran Andræ,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Henry Ohlsson,Bollnäs,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Umeå universitet,1965-01-01T00:00:00Z
Fritz Carlson,Vimmerby,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hjalmar August Abelin,Linköpings domkyrkoförsamling,Sverige,Allmänna barnhuset,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Johan Wallmark,Luleå,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Eric M. Runesson,Stockholm,Sverige,Handelshögskolan i Stockholm,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Jan Zedenius,Nacka församling,Sverige,Sophiahemmet,Stockholms kommun,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Sofja Kovalevskaja,Moskva,Ryssland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Fredrik Laurentz Ekman,Domkyrkoförsamlingen i Göteborg,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Lars Agréus,Huddinge församling,Sverige,Region Stockholm,Stockholms sjukvårdsregion,Sverige,Karolinska Institutet,1810-01-01T00:00:00Z
Ejnar Neymark,Limhamn,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Aris Fioretos,Göteborg,Sverige,Humboldt-Universität zu Berlin,Berlin,Tyskland,Stockholms universitet,1878-01-01T00:00:00Z
Janne Rydberg,Halmstad,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Gösta Pettersson,Varberg,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Henrik Williams,Kalmar,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Edvard Zedritz,Alingsås,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Samuel Ödmann,Växjö,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Karl-Axel Ekbom,Domkyrkoförsamlingen i Göteborg,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Eric M. Runesson,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gunnar Blom,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Lars Samuelson (fysiker),Malmö,Sverige,Lunds universitet,Lunds kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Bruno Kalniņš,Tukums,Lettland,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Bengt Samuelsson,Halmstad,Sverige,Karolinska Institutet,Solna kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Anders Retzius,Lunds domkyrkoförsamling,Sverige,Karolinska Institutet,Solna kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Johan Wingård,Bottna församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Carl Zetterström (donator),Rödöns församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Hans Bergström,Torsby,Sverige,Göteborgs universitet,Göteborgs kommun,Sverige,Karlstads universitet,1977-01-01T00:00:00Z
Aris Fioretos,Göteborg,Sverige,Södertörns högskola,Huddinge kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Victoria Kawesa,Kampala,Uganda,Södertörns högskola,Huddinge kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Walborg Thorsell,Stockholm,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Sveriges lantbruksuniversitet,1977-01-01T00:00:00Z
Noel D. Broadbent,Oakland,USA,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Åke Gustafsson,Stockholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Erik Lundberg,S:t Matteus församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gunnar Myrdal,Skattunge församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gerhard Lindblom,Åby församling,Sverige,Stockholms universitet,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Ivar Bendixson,Oscars församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Fritz Carlson,Vimmerby,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Peter Pohl,Hamburg,Tyskland,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Kungliga Tekniska högskolan,1827-01-01T00:00:00Z
Kai Siegbahn,Lund,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Gustaf Robert Dahlander,Göteborgs Carl Johans församling,Sverige,Kungliga Tekniska högskolan,Stockholms kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
K.G. Hammar,Hässleholm,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Bengt Oberger,Nora kommun,Sverige,Lunds studentkår,Lunds kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Sten Winblad,Västervik,Sverige,Lunds universitet,Lunds kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Canutus Hahn,Uråsa församling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Thoralf Fries,Uppsala domkyrkoförsamling,Sverige,Lunds universitet,Lunds kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Patrick Lambrix,Belgien,Belgien,Linköpings universitet,Linköpings kommun,Sverige,Linköpings universitet,1975-01-01T00:00:00Z
Gunnar Aschan,Vaxholms församling,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Åke Öberg,Härnösand,Sverige,Linköpings universitet,Linköpings kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gunilla Wünsche,Stockholm,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Sven A. Nilsson,Halmstad,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Kai Siegbahn,Lund,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Salomon Eberhard Henschen,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Stockholms universitet,1878-01-01T00:00:00Z
Erik Abraham Almquist,Täby församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Manne Siegbahn,Örebro Nikolai församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Lunds universitet,1666-12-19T00:00:00Z
Thoralf Fries,Uppsala domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Arvid Högbom,Vännäs församling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Daniel Boëthius,Västerås domkyrkoförsamling,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Martin Fries,Storkyrkoförsamlingen,Sverige,Uppsala universitet,Uppsala kommun,Sverige,Uppsala universitet,1477-01-01T00:00:00Z
Gert Wingårdh,Skövde,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
Helge Zimdal,Alingsås,Sverige,Chalmers tekniska högskola,Göteborgs kommun,Sverige,Chalmers tekniska högskola,1829-01-01T00:00:00Z
